ProteinID,tSNE_x_dim,tSNE_y_dim,Organelle_annotation,Detailed_manual_annotation
Q4G176,21.93166645,-35.18148216,Mitochondrion,
Q4KMP7,31.22318269,34.54353041,Cytoplasm,
Q4KMQ2-3;Q4KMQ2;Q4KMQ2-2,62.64613849,-9.892104055,,
Q4LE39;Q4LE39-2;Q4LE39-3;Q4LE39-4,52.77335745,20.56734435,,
Q4U2R6,-14.64082639,39.8527369,Mitochondrion,
Q4V328;Q4V328-4;Q4V328-2,36.35509398,-33.70275703,,
Q4VC31,-27.99864884,-10.14360504,,
Q52LJ0-2;Q52LJ0,-28.36652347,25.87787958,,
Q53EL6-2;Q53EL6,0.968388589,-59.17109136,,
Q53ET0,-22.07224528,-48.62618473,,
Q53F19;Q53F19-2,-20.39377474,3.936416932,,
Q53FA7;Q53FA7-2,47.66159627,-44.91964254,,
Q53FT3,-17.890461,-37.7663218,,
Q53GL7,9.39634393,14.75073152,,
Q53GQ0,52.44093882,-6.753695851,ER,
Q53GS7;Q53GS7-2,-46.4990881,17.38995631,,
Q53GS9;Q53GS9-3,-25.56726677,36.11226156,Nucleus,
Q53H12,12.37470212,-50.51563644,Mitochondrion,
Q53H82,2.523031715,-21.38289706,Mitochondrion,
Q53H96;Q53H96-2,-24.69847028,57.41359878,Cytoplasm,
Q53HC9,3.962505183,-25.23633384,,
Q53HL2,-9.835086168,15.04117482,,
Q53QZ3,51.84211913,-28.43653803,Cytoplasm,
Q53T59,15.18889931,-41.56763183,,
Q562E7;Q562E7-4,0.738651245,-2.063936038,Mitochondrion,
Q562R1,60.63002102,-12.36075176,Cytoplasm,Actins
Q567U6,-17.0676686,-9.951114707,,
Q56VL3,16.05897156,9.440210675,,
Q58FF6,-35.93849018,8.875242989,Cytoplasm,
Q58FF8,-35.18975587,-6.198316111,Cytoplasm,
Q59GN2;P62891,-54.07268401,-11.83849993,,
Q5BJD5;Q5BJD5-3;Q5BJD5-2,31.32308387,1.856449986,,
Q5BJF2,-13.36534891,43.28644728,,
Q5BJH7-3;Q5BJH7;Q5BJH7-4;Q5BJH7-5;Q5BJH7-6,50.21771597,-37.35345221,,
Q5BKU9,52.02792138,-29.25125878,,
Q5BKZ1,-46.77931797,20.62970337,Nucleus,
Q5C9Z4,-55.90961493,24.28904806,Nucleolus,
Q5GLZ8-3;Q5GLZ8-2;Q5GLZ8;Q5GLZ8-6,37.23168228,3.237064162,Cytoplasm,
Q5H9R7-6;Q5H9R7-2;Q5H9R7;Q5H9R7-4;Q5H9R7-5;Q5H9R7-3,23.80535032,36.59894442,,
Q5HYI8,20.30654237,-6.159541729,,
Q5HYK3,-14.40249831,-14.07923017,Mitochondrion,
Q5J8M3;Q5J8M3-2;Q5J8M3-3,-13.33683123,-42.34876761,,
Q5JPE7;Q5JPE7-2;P69849;Q5JPE7-3,27.62661842,-39.68662874,ER,
Q5JPH6;Q5JPH6-2,-17.56331911,53.75910655,Mitochondrion,
Q5JRA6,17.8441226,52.71595556,ER,
Q5JRX3;Q5JRX3-2,32.37581619,-53.29368893,Mitochondrion,
Q5JS54;Q5JS54-2;Q5JS54-3,-13.87440956,3.324364723,,
Q5JSH3;Q5JSH3-2;Q5JSH3-4,57.58862157,-15.75723972,Cytoplasm,
Q5JSL3,62.35960886,-14.3343744,,Rho GTPase regulation
Q5JTH9;Q5JTH9-3;Q5JTH9-2,-29.55398998,48.84995404,Nucleolus,
Q5JTJ3-3;Q5JTJ3,-4.666089419,-48.41989309,Mitochondrion,
Q5JTV8,0.151861585,-35.38811985,Nucleus,
Q5JTV8-3;Q5JTV8-2,-24.95056072,-48.84608152,Nucleus,
Q5JTZ9,2.222543555,-54.64404393,Mitochondrion,
Q5JU85;Q5JU85-2;Q5JU85-3,26.73230203,5.975006337,Cytoplasm,
Q5JVF3;Q5JVF3-2;Q5JVF3-3,-2.22531819,42.54494542,,
Q5JWF2,37.18450107,-33.0845706,,
Q5K651,52.83352756,20.99352856,Cytoplasm,
Q5M775;Q5M775-4;Q5M775-2;Q5M775-5;Q5M775-3,44.37227505,8.973598233,Nucleus,
Q5MIZ7-2;Q5MIZ7;Q5MIZ7-3,-2.134274638,14.440886,,
Q5PRF9,-5.657128447,26.07311848,,
Q5QJE6,-55.73416248,21.51702036,Nucleus,
Q5QNW6-2;Q5QNW6;Q93079,-49.5398312,43.7973216,Nucleus,
Q5R372-4;Q5R372;Q5R372-3,7.029303416,-36.24586427,,
Q5R3I4,6.704473835,33.00803673,,
Q5RI15;Q5RI15-2,9.72682064,-52.75500337,Mitochondrion,
Q5RKV6,-17.33743365,36.78341125,,
Q5SNT2;Q5SNT2-2,-57.93233199,15.77686448,,
Q5SRE5;Q5SRE5-2,-54.65397624,9.033284783,Nucleus,Nuclear pore
Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3,1.657254053,-6.21754873,Nucleus,
Q5ST30;Q5ST30-4;Q5ST30-3,-2.522775931,-38.22022218,Mitochondrion,
Q5SW79,19.31407563,23.83369695,Cytoplasm,
Q5SWX8;Q5SWX8-4;Q5SWX8-3;Q5SWX8-2,-3.226864335,-39.46998571,,
Q5SY16,-56.38769029,6.193342818,Nucleolus,nucleolar rRNA processing
Q5T0F9-2;Q5T0F9;Q5T0F9-3,4.970792335,31.84360794,Nucleus,
Q5T160,7.831779564,-41.43418056,Mitochondrion,
Q5T1M5;Q5T1M5-2,25.7538848,36.28767204,Cytoplasm,
Q5T1V6;Q5T1V6-2,60.05871194,-27.10192408,,
Q5T200;Q5T200-2,-18.93062768,32.16420161,Nucleus,
Q5T280,-21.43563873,52.49008104,,
Q5T2E6,26.51281053,-1.335533945,,
Q5T3I0;Q5T3I0-3,-19.03191123,53.95470221,,
Q5T3J3,-24.23031478,9.102032556,Nucleus,
Q5T440,15.08566636,-45.76955356,Mitochondrion,
Q5T447,55.54852739,-12.0472028,Cytoplasm,
Q5T4S7-3;Q5T4S7;Q5T4S7-4;Q5T4S7-2,33.5819695,-17.58958663,,
Q5T5P2;Q5T5P2-3;Q5T5P2-7;Q5T5P2-10;Q5T5P2-6;Q5T5P2-8,8.741971926,-24.85297961,Cytoplasm,
Q5T5Y3;Q5T5Y3-3;Q5T5Y3-2,-22.04490062,20.2874524,Cytoplasm,
Q5T653,-9.316218488,-21.21710213,Mitochondrion,
Q5T6F2,18.57251061,46.75430684,,
Q5T6V5,-22.69720957,-43.96264344,,
Q5T749,71.56464203,-39.25773766,Cytoplasm,
Q5T8D3,46.64419883,-33.10722396,,
Q5T8P6,-35.471581,28.86207405,,
Q5T9A4;Q5T9A4-3,-0.054007237,-58.15655727,Mitochondrion,
Q5TA45;Q5TA45-3;Q5TA45-2;Q5TA45-4,-12.32431855,53.09800925,,
Q5TAQ9,-7.084606562,-12.96427054,,
Q5TBB1;Q5TBB1-2,-19.71024814,61.00559382,Nucleus,
Q5TC12,-25.18280028,-9.798283358,Mitochondrion,
Q5TDH0;Q5TDH0-3;Q5TDH0-2,19.09082176,37.47966758,,
Q5TEU4,-14.79261531,-18.35515974,Mitochondrion,
Q5TFE4;Q5TFE4-2,-17.07001993,-4.523375826,,
Q5TGZ0,7.504158741,-44.64377321,Mitochondrion,
Q5THJ4;Q5THJ4-2,-1.577016498,-37.53793826,,
Q5TZA2;Q5TZA2-2,13.49747767,-44.12992249,Cytoplasm,
Q5U5X0,-25.6954631,61.47806502,Mitochondrion,
Q5UCC4-2;Q5UCC4,25.44508291,-30.29720581,Secreted,
Q5UIP0-2;Q5UIP0,0.926686941,58.69165717,,
Q5VIR6-4;Q5VIR6;Q5VIR6-3,24.90081977,-10.89421825,,
Q5VSL9;Q5VSL9-2,-6.903424906,0.846407031,Cytoplasm,
Q5VT06,3.453300524,6.751908684,,
Q5VT25-4;Q5VT25-5;Q5VT25;Q5VT25-2;Q5VT25-6;Q5VT25-3,-41.36555776,-35.27739381,Cytoplasm,
Q5VT52,35.87134747,40.73996777,,
Q5VTL8;Q5VTL8-2,-34.31678974,33.20667002,Nucleus,
Q5VTR2,-9.130161168,44.17876342,Nucleus,
Q5VU43-3,25.0539183,-6.497878418,,
Q5VUA4,-6.162842773,-52.62097824,Nucleus,
Q5VV42;Q5VV42-2,-21.03311145,36.01778369,ER,
Q5VW32;Q5VW32-2,31.62216444,-24.67786094,,
Q5VW36,3.952714268,20.01837603,,
Q5VWQ0,-19.67067089,-48.56267669,Nucleus,
Q5VWZ2;Q5VWZ2-2,18.94565462,-41.6570286,Cytoplasm,
Q5VYK3,-12.77962099,-5.68400802,,
Q5VYS8;Q5VYS8-6;Q5VYS8-4,-1.852117472,-3.702083173,Cytoplasm,
Q5VZ89;Q5VZ89-6;Q5VZ89-2,42.94969566,-44.92015083,Cytoplasm,
Q5VZE5,-52.08678753,-10.45864809,Cytoplasm,
Q5VZK9;Q5VZK9-2,14.15367276,11.27176681,Cytoplasm,
Q5W0V3;Q5W0V3-2,45.24810575,-17.186867,,
Q5W111;Q5W111-2,26.11648601,-0.178090344,,
Q5XKP0,7.694698003,-39.83919011,Mitochondrion,
Q5XPI4;Q5XPI4-2,-17.93564775,-33.12795428,Cytoplasm,
Q5ZPR3;Q5ZPR3-4;Q5ZPR3-3;Q5ZPR3-2,-25.68177034,-8.038023211,,
Q63HN8-4;Q63HN8,-0.925938465,3.347568052,Cytoplasm,
Q641Q2;Q641Q2-2,-6.929744706,33.00109454,,
Q643R3,-4.868130004,28.4909166,ER,
Q658Y4,-12.2919488,-5.641998297,,
Q66K14-2;Q66K14,-17.02238415,-36.00426839,,
Q66K74-2;Q66K74,29.18640684,24.30446996,,
Q66PJ3;Q66PJ3-3;Q66PJ3-2;Q66PJ3-4;Q66PJ3-5,0.501220112,46.35460641,Nucleolus,
Q68CP9;Q68CP9-3,-22.69948529,63.08902256,Nucleus,
Q68CQ4,-16.36499808,38.23305749,Nucleolus,
Q68CQ7;Q68CQ7-2,-2.2113416,-25.05899322,,
Q68CZ2;Q68CZ2-2,11.64641215,23.65779875,,
Q68D91,40.92131867,-43.41571414,,
Q68DK2;Q68DK2-2,0.868670944,21.70770492,Cytoplasm,
Q68E01-2;Q68E01;Q68E01-3,-4.536796679,55.03195399,Nucleus,
Q68EM7;Q68EM7-6;Q68EM7-5,-9.496522947,30.27973734,Cytoplasm,
Q69YL0,-8.000990883,59.64582482,,
Q69YN2;Q69YN2-3,26.92195168,48.39672618,,
Q69YN4;Q69YN4-3;Q69YN4-2;Q69YN4-4,-48.81570638,20.39147704,Nucleus,mRNA splicing
Q6AI08,45.47547187,0.688763758,,
Q6DD87,-27.65182396,28.89553522,Nucleus,
Q6DD88,34.44313315,-42.83510726,ER,
Q6DKI1;Q6DKI1-2,-52.80202464,28.26696632,,
Q6DKJ4,14.49774338,-17.15942157,,
Q6DN90;Q6DN90-2,4.029008597,3.342568265,,
Q6FI13;Q16777,-49.54116832,43.80570001,Nucleus,
Q6FI81;Q6FI81-3,-54.97942268,-4.363644842,,
Q6GMV2,-50.64258408,-4.671321025,,
Q6GMV3,-21.23700215,-10.45734849,,
Q6GYQ0;Q6GYQ0-7;Q6GYQ0-5;Q6GYQ0-6,-15.58974887,-10.15487754,,
Q6I9Y2,-35.0594626,10.55812548,,TREX
Q6IA69,41.06615465,-42.2278911,,
Q6IA86-3;Q6IA86;Q6IA86-6;Q6IA86-2;Q6IA86-5;Q6IA86-7;Q6IA86-4,-26.24213741,-28.97661823,,
Q6IAA8,34.39088852,-32.26479078,,
Q6IAN0,43.94146912,-28.92366371,ER,
Q6IBS0,60.09596515,-4.842721081,Cytoplasm,Actin regulation
Q6ICB0,8.602484518,12.29983517,,
Q6IN84,15.85126552,-34.06430114,Mitochondrion,
Q6IN85;Q6IN85-2;Q6IN85-4;Q6IN85-5,-20.7105446,58.56815892,,
Q6IQ22,35.47750992,-39.77846763,,
Q6IQ49-2;Q6IQ49,9.091633828,25.31622407,,
Q6JQN1;Q6JQN1-5;Q6JQN1-2,-3.962494154,-43.30740892,,
Q6KC79;Q6KC79-2,-0.81274796,16.44047917,Nucleus,
Q6L8Q7;Q6L8Q7-2,-53.00875862,-9.738160151,Mitochondrion,
Q6NTF9;Q6NTF9-2,-21.65302072,21.98821995,,
Q6NUK1;Q6NUK1-2,26.86007779,-44.14799025,Mitochondrion,
Q6NUM9,19.63323969,12.78292004,ER,
Q6NUQ1,-17.51635149,25.19179072,ER,
Q6NUQ4,2.402255666,43.94540965,ER,
Q6NVY1;Q6NVY1-2,37.0846111,7.694412735,Mitochondrion,
Q6NW29,-37.0456905,-4.559352068,,
Q6NW34;Q6NW34-2,-7.771682198,12.11774648,Nucleolus,
Q6NXE6-2;Q6NXE6,-3.563734505,58.20035336,,
Q6NXR4,2.801998891,41.02649845,,
Q6NYC1;Q6NYC1-3;Q6NYC1-2,-2.321412976,-19.9929411,Nucleolus,
Q6NYC8;Q6NYC8-3;Q6NYC8-2,18.8898429,24.43211296,Cytoplasm,
Q6NZ67,-0.907551477,40.01308982,Cytoplasm,
Q6NZI2;Q6NZI2-2,13.48677471,-18.76543973,,
Q6NZY4;Q6NZY4-2,-7.061074231,-36.30365853,Nucleus,
Q6P158,-3.561292866,25.16098942,,
Q6P161,-1.306244651,31.38416556,Mitochondrion,
Q6P179;Q6P179-3,18.75935303,-25.91790191,ER,
Q6P1A2;Q6P1A2-2,44.80641788,-36.01017157,ER,
Q6P1J9,-12.80685953,50.36762032,Nucleus,
Q6P1K2;Q6P1K2-2;Q6P1K2-4;Q6P1K2-3;Q6P1K2-6;Q6P1K2-5,-14.00036668,29.40669623,Nucleus,
Q6P1L8,-7.697531989,-18.67652641,Mitochondrion,
Q6P1M0,42.65965881,-11.6550648,ER,
Q6P1N0,5.364316506,47.53931922,,
Q6P1N9,-19.0377214,-41.19899827,Nucleus,
Q6P1X5,-2.335213613,17.85033444,Nucleus,
Q6P1X6;Q6P1X6-2,-17.54908634,-30.49581024,,
Q6P2C8-2;Q6P2C8,34.41786441,31.05698757,Nucleus,
Q6P2E9;Q6P2E9-2,-29.4060452,43.82655653,,
Q6P2Q9,-35.95358988,16.22349136,Nucleus,mRNA splicing
Q6P3W7,34.19463228,-10.35616974,Cytoplasm,
Q6P3X3,41.75588888,-0.322077918,,
Q6P4A7;Q6P4A7-3,5.782740995,-49.61617543,Mitochondrion,
Q6P4R8-3;Q6P4R8;Q6P4R8-2,40.9107271,2.076513582,Nucleus,
Q6P587,-14.10461325,-55.36314628,Mitochondrion,
Q6P5R6,-3.762134826,65.00218612,,
Q6P6C2;Q6P6C2-1,-21.87272878,31.99280824,Nucleus,
Q6P996;Q6P996-4;Q6P996-5;Q6P996-3,-25.42637994,5.969944284,,
Q6P9B6,54.44914233,-2.286695997,,
Q6P9B9,33.52451451,40.6567958,Nucleus,
Q6PCB7,12.04894912,-28.80261754,Cytoplasm,
Q6PD62,-11.99048976,49.20820247,Nucleus,
Q6PD74;Q6PD74-2,-8.568267724,61.26785373,Cytoplasm,
Q6PGP7,37.98280264,-45.934315,,
Q6PI48,16.26852612,-59.95585475,Mitochondrion,
Q6PIU2;Q6PIU2-2,9.71500385,-40.65787884,ER,
Q6PJ69,-11.02548138,19.45452529,,
Q6PJG2,-28.75514601,31.56009542,Nucleus,
Q6PJG6,3.110921973,59.81908248,,
Q6PJI9;Q6PJI9-3;Q6PJI9-2,-16.89831148,-38.91541503,,
Q6PJT7;Q6PJT7-5,-38.29926586,14.23882112,,
Q6PKG0,-38.71038656,45.04754869,Cytoplasm,
Q6PL18,44.62022018,0.826001403,Nucleus,
Q6PL24,34.01125272,-31.01769352,,
Q6QNY1;Q6QNY1-2,-12.34548362,28.70643933,Cytoplasm,
Q6R327-3;Q6R327,30.9031613,25.0408517,,
Q6RFH5;Q6RFH5-2,48.20426862,6.163302805,Nucleolus,
Q6SJ93;Q6SJ93-2,0.557286622,11.23709051,,
Q6SPF0,38.73942682,33.21083883,Secreted,
Q6UB35,-15.22155427,7.131733647,Mitochondrion,
Q6ULP2-2;Q6ULP2;Q6ULP2-5;Q6ULP2-4;Q6ULP2-3,35.08381563,-24.56191427,Cytoplasm,
Q6UN15;Q6UN15-5;Q6UN15-4,-46.78728247,15.08050877,Nucleus,
Q6UW02;Q6UW02-2,38.49750786,19.82799019,,
Q6UW68,41.81698297,-32.70811461,,
Q6UWE0;Q6UWE0-2,-15.99067029,2.716524499,Cytoplasm,
Q6UWP2;Q6UWP2-2,2.730783127,-39.87619235,Secreted,
Q6UWP7-3;Q6UWP7,-1.891369313,32.37479629,ER,
Q6UX04;Q6UX04-2,3.844393685,46.86031079,,
Q6UXN9,-39.44925486,31.61391044,Nucleus,
Q6UXV4,46.39497775,-19.55486822,Mitochondrion,
Q6VMQ6-5;Q6VMQ6;Q6VMQ6-4;Q6VMQ6-2,-3.442178651,39.91331544,Nucleus,
Q6VY07,39.33769033,25.34897512,,
Q6WCQ1-2;Q6WCQ1;Q6WCQ1-3,30.75127068,21.28555757,Cytoplasm,
Q6WKZ4;Q6WKZ4-3;Q6WKZ4-2,-27.25251979,-36.55221806,,
Q6XQN6;Q6XQN6-2;Q6XQN6-3,44.27826403,-23.30920299,Cytoplasm,
Q6XZF7;Q6XZF7-2,24.96231737,20.46479462,Cytoplasm,
Q6Y1H2,-3.634233475,30.45752213,ER,
Q6Y7W6;Q6Y7W6-4;Q6Y7W6-5;Q6Y7W6-3,0.470394851,40.53425728,,
Q6YHK3;Q6YHK3-4;Q6YHK3-2,62.25536927,-4.963028583,,
Q6YHU6;Q6YHU6-3;Q6YHU6-2,-7.654697958,8.630962089,,
Q6YN16;Q6YN16-2,-40.25482237,-6.495936039,,
Q6YP21-3;Q6YP21,5.126579049,20.46227085,,
Q6ZMG9;Q6ZMG9-2,3.181324745,35.32384781,,
Q6ZMI0;Q6ZMI0-2;Q6ZMI0-5;Q6ZMI0-3,2.781180251,-13.69525529,,
Q6ZMZ3-2;Q6ZMZ3;Q6ZMZ3-3,4.406681483,-43.70734783,,
Q6ZNJ1;Q6ZNJ1-3;Q6ZNJ1-2,47.61498247,-2.27078283,ER,
Q6ZRP7,-20.2314874,-47.48141273,,
Q6ZRQ5,3.84931155,52.32915806,Nucleus,
Q6ZRS2-2;Q6ZRS2;Q6ZRS2-3,-7.889235299,12.36996823,Nucleus,
Q6ZRV2,-23.39413539,-7.587228089,Cytoplasm,
Q6ZS17-4;Q6ZS17-3,16.62211736,39.4251971,Cytoplasm,
Q6ZS81;Q6ZS81-4;Q6ZS81-5,7.100922516,14.19917447,,
Q6ZSR9,14.72294371,51.35640177,,
Q6ZSZ5;Q6ZSZ5-2,4.867081785,-10.55284046,Cytoplasm,
Q6ZT12;Q6ZT12-4,-5.657720709,1.805550161,,
Q6ZW49;Q6ZW49-2,-4.675629105,17.60494686,Nucleus,
Q6ZXV5-2;Q6ZXV5,-2.249266677,-13.40747579,,
Q709C8-3;Q709C8;Q709C8-4;Q709C8-2,58.6425856,-13.11650156,Mitochondrion,
Q70CQ2;Q70CQ2-2;Q70CQ2-3,-57.12304155,22.74575098,,
Q70IA6;Q70IA6-3;Q70IA6-2,7.170347026,-29.81208899,,
Q70J99;Q70J99-3,57.17722542,-26.58399728,Cytoplasm,
Q70UQ0-4,22.28602919,10.25258975,ER,
Q70UQ0;Q70UQ0-2,-1.763954561,6.975619127,ER,
Q712K3,-31.09082891,13.09339319,,
Q71DI3;Q6NXT2,-23.44709618,25.47076108,Nucleus,
Q71RC2;Q71RC2-4;Q71RC2-6;Q71RC2-5;Q71RC2-7,-4.429882545,64.18387865,,
Q71SY5-4,-7.745651985,43.24677589,Nucleus,
Q71U36;Q71U36-2,36.41360951,-16.813483,Cytoplasm,
Q71UI9;P0C0S5;Q71UI9-4;Q71UI9-2;Q71UI9-3,-49.5515966,43.38766215,Nucleus,
Q71UM5,-54.24453183,-28.17881596,,
Q75QN2;Q75QN2-2,-22.25963765,48.82719671,Nucleus,
Q76FK4-4;Q76FK4;Q76FK4-2,-55.23267854,22.43715734,Nucleolus,
Q7KZ85,-10.61545985,48.68179157,Nucleus,
Q7KZF4,-39.04504396,-16.13705676,,
Q7KZI7-16;Q7KZI7-15;Q7KZI7-4;Q7KZI7-9;Q7KZI7-5;Q7KZI7-13;Q7KZI7-7;Q7KZI7-2;Q7KZI7-10,2.715083347,38.45960783,Cytoplasm,
Q7KZN9-2;Q7KZN9,-2.179791796,-41.16762508,Mitochondrion,
Q7L014,-22.74898127,28.280412,Nucleus,
Q7L0Y3,-47.84500319,-26.78013067,Mitochondrion,
Q7L1Q6-4,-33.96476314,-10.76074505,,
Q7L1V2,-22.76812446,18.72591936,,
Q7L2E3,-27.18172705,37.62934934,Mitochondrion,
Q7L2H7;Q7L2H7-2,-38.71111912,-20.55153705,Cytoplasm,
Q7L2J0,-15.27489036,57.0028386,,
Q7L3T8,-5.281746423,-45.01147818,Mitochondrion,
Q7L4I2;Q7L4I2-2,-13.72146948,32.74269149,,
Q7L523;Q5VZM2-2,43.76857115,-16.20940688,,
Q7L576,52.29713969,-17.76854051,Cytoplasm,Actin regulation
Q7L591,46.0818527,8.889434038,Cytoplasm,
Q7L592,-1.256438105,-37.29462637,Mitochondrion,
Q7L5D6;Q7L5D6-2,21.29103898,-3.846211426,Cytoplasm,
Q7L5N1,-23.90870756,-10.01940704,,
Q7L5Y9;Q7L5Y9-3;Q7L5Y9-2;Q7L5Y9-4,-5.610128974,30.84060258,,
Q7L775,-3.457966606,50.26012887,ER,
Q7L7X3;Q7L7X3-3,56.49341578,-18.8650955,Cytoplasm,
Q7L8L6,17.06052794,-33.34252311,Mitochondrion,
Q7LBC6,-10.15708943,46.05872765,Nucleus,
Q7LBR1,27.46077269,-15.08659619,Cytoplasm,
Q7LG56;Q7LG56-6;Q7LG56-2,1.893058918,-44.62472178,,
Q7LGA3;Q7LGA3-3;Q7LGA3-2,-3.635871736,-22.94213139,,
Q7RTP6;Q7RTP6-2;Q7RTP6-3,5.669276716,-35.43022806,,
Q7RTS9;Q7RTS9-2,-9.805924216,34.46341368,Cytoplasm,
Q7RTV0,-44.3674844,19.65195543,Nucleus,mRNA splicing
Q7Z2K6,-12.23803275,-50.67997143,ER,
Q7Z2T5;Q7Z2T5-2,-5.898795069,43.48045359,,
Q7Z2W4;Q7Z2W4-2,1.742417164,40.89753508,,
Q7Z2W9;Q7Z2W9-2,41.77954759,-26.83537931,Mitochondrion,
Q7Z2Z2;Q7Z2Z2-2,-32.3902837,-25.9650498,,
Q7Z333-4,-1.358777674,50.50606034,,
Q7Z392;Q7Z392-4;Q7Z392-3,50.24257071,-17.26605666,,
Q7Z3B4-3;Q7Z3B4,-46.44256579,3.410507614,Nucleus,Nuclear pore
Q7Z3C6;Q7Z3C6-2,-18.48836667,-12.24962088,ER,
Q7Z3D6-2;Q7Z3D6-3;Q7Z3D6;Q7Z3D6-4,10.23559821,-40.28586536,Mitochondrion,
Q7Z3E5-2;Q7Z3E5,-3.22775913,-49.40034274,,
Q7Z3J2;Q7Z3J2-2,2.252024677,-14.21350637,,
Q7Z3K3-5;Q7Z3K3-2;Q7Z3K3;Q7Z3K3-7;Q7Z3K3-3;Q7Z3K3-6,-15.99079524,44.16562756,,
Q7Z3U7-5;Q7Z3U7-6,30.34119542,-9.606333928,,
Q7Z401;Q7Z401-2,43.20312303,10.73425975,Nucleus,
Q7Z406-6;Q7Z406-2;Q7Z406;Q7Z406-4;Q7Z406-5,57.35939764,-26.73694644,,
Q7Z417,3.601450275,42.76021452,,
Q7Z422-2;Q7Z422-4;Q7Z422-3;Q7Z422-5;Q7Z422,-5.621342479,33.72040663,,
Q7Z434;Q7Z434-4,53.14339729,-22.98008841,Mitochondrion,
Q7Z460,14.14049065,31.37974946,Cytoplasm,
Q7Z478,23.84494598,39.13521671,Cytoplasm,
Q7Z4G1;Q7Z4G1-2,-17.10080924,-10.50686753,,
Q7Z4G4-2;Q7Z4G4;Q7Z4G4-3,55.16888166,-29.36513409,,
Q7Z4H3,-22.15354667,-39.98583393,,
Q7Z4H7;Q7Z4H7-3;Q7Z4H7-2,4.074413505,27.61158714,Cytoplasm,
Q7Z4H8;Q7Z4H8-2;Q7Z4H8-3,-20.43386757,14.60164893,ER,
Q7Z4Q2;Q7Z4Q2-2,-27.55435683,25.51694046,,
Q7Z4S6-5;Q7Z4S6-2;Q7Z4S6;Q7Z4S6-4;Q7Z4S6-6;Q7Z4S6-3,0.226214064,1.380328646,Cytoplasm,
Q7Z4V5;Q7Z4V5-3,-17.25693154,33.37511439,Nucleus,
Q7Z4W1,-21.72679467,-53.88794014,,
Q7Z589;Q7Z589-5;Q7Z589-7;Q7Z589-4;Q7Z589-2;Q7Z589-6,-14.77400594,9.200485847,Nucleus,
Q7Z5G4;Q7Z5G4-3,38.86119827,5.039274724,,
Q7Z5J4;Q7Z5J4-2;Q7Z5J4-3,2.357213222,54.99723085,,
Q7Z5K2;Q7Z5K2-2;Q7Z5K2-3,-39.36276778,28.79171914,,
Q7Z5L9,18.54823705,46.37789967,,
Q7Z5R6,-36.65561843,-42.13824469,Cytoplasm,
Q7Z6E9;Q7Z6E9-2,41.86032757,-3.269917092,,
Q7Z6M1;Q7Z6M1-2,-18.39886904,-11.5089813,Cytoplasm,
Q7Z6Z7-2,35.88879512,-47.9134077,,
Q7Z739,-37.79790643,29.16838919,,
Q7Z7A1-5;Q7Z7A1;Q7Z7A1-2,31.10579324,12.71771373,Cytoplasm,
Q7Z7A3,-8.453988938,8.64672341,Cytoplasm,
Q7Z7E8;Q7Z7E8-2,-10.46916238,57.81802468,,
Q7Z7F7;Q7Z7F7-2,-13.56143239,-14.35065863,Mitochondrion,
Q7Z7H5;Q7Z7H5-3,39.6862825,-40.72907103,ER,
Q7Z7H8;Q7Z7H8-2,42.05058124,-26.80214653,Mitochondrion,
Q7Z7K0,10.7636489,-3.38019901,Mitochondrion,
Q7Z7K6,-47.0025802,21.14767077,,
Q86SF2,10.78946921,1.763897912,,
Q86SX6,-21.24169662,-40.25948647,Mitochondrion,
Q86SZ2;Q86SZ2-2,0.868158862,-43.43642921,ER,
Q86T03;Q86T03-2,-1.236892543,-43.32333677,,
Q86TB9;Q86TB9-2,34.06155294,27.47130571,,
Q86TI0,-22.65668411,11.15896896,Nucleus,
Q86TI2;Q86TI2-2;Q86TI2-4,13.60216232,-22.62817331,,
Q86TM6-3;Q86TM6;Q86TM6-2,18.82648798,39.19686535,ER,
Q86TN4;Q86TN4-4;Q86TN4-2;Q86TN4-3,-12.77697055,5.430164056,,
Q86TP1;Q86TP1-2;Q86TP1-4;Q86TP1-3;Q86TP1-5,55.50864651,-26.25716912,,
Q86TU7;Q86TU7-3;Q86TU7-2,-13.29272416,2.978744052,Nucleus,
Q86TX2,2.902757951,-36.29441281,Cytoplasm,
Q86U06-2;Q86U06;Q86U06-4;Q86U06-5;Q86U06-3,6.213707201,44.73436851,Nucleus,
Q86U38,-21.75802915,38.46803447,,
Q86U42-2;Q86U42,-37.55066703,11.96263686,,
Q86U44,56.05702602,-24.96661411,,
Q86U86-8;Q86U86;Q86U86-5;Q86U86-7;Q86U86-2;Q86U86-4;Q86U86-9;Q86U86-6,-9.976109041,41.89591611,Nucleus,
Q86U90,-8.054414272,-23.03164591,Mitochondrion,
Q86UA1,-20.56745852,38.00107278,Nucleus,
Q86UE4,22.63072457,30.60854517,,
Q86UE8-2;Q86UE8;Q86UE8-3,-15.69806926,49.88747734,,
Q86UK7-2;Q86UK7-3;Q86UK7,-14.93190663,28.20723062,,
Q86UP2,6.55511188,47.66365781,ER,
Q86US8,6.37733105,43.50663526,,
Q86UT6;Q86UT6-2,42.74124107,-36.32960824,Mitochondrion,
Q86UV5;Q86UV5-2;Q86UV5-3,26.8465299,48.01017029,,
Q86UX7-2;Q86UX7,51.48734525,5.015553993,,
